category,url,image,title,seller,sku,in stock,price,discount,old-price
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40009525,http://192.168.1.146:8000/static/images/products/40009525.jpg,Patanjali Honey 500 gm Bottle,Patanjali,40009525,Yes,135.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40009524,http://192.168.1.146:8000/static/images/products/40009524.jpg,Patanjali Honey 250 gm Bottle,Patanjali,40009524,Yes,70.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/30002418,http://192.168.1.146:8000/static/images/products/30002418.jpg,Patanjali Special Chyawanprash  1 kg Jar,Patanjali,30002418,Yes,250.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/30002414,http://192.168.1.146:8000/static/images/products/30002414.jpg,Patanjali Jam - Mixed Fruit 500 gm Bottle,Patanjali,30002414,Yes,70.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/30002404,http://192.168.1.146:8000/static/images/products/30002404.jpg,Patanjali Badam Pak 500 gm Jar,Patanjali,30002404,Yes,225.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40009523,http://192.168.1.146:8000/static/images/products/40009523.jpg,Patanjali Pachak - Hing Goli 100 gm Bottle,Patanjali,40009523,Yes,50.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014683,http://192.168.1.146:8000/static/images/products/40014683.jpg,"Sri Sri Ayurveda Amla Candy - Delicious, Healthy and Digestive 400 gm Carton",Sri,40014683,Yes,160.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014687,http://192.168.1.146:8000/static/images/products/40014687.jpg,Sri Sri Ayurveda Food Supplement - Karela Jamun Juice 500 ml Carton,Sri,40014687,Yes,150.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014682,http://192.168.1.146:8000/static/images/products/40014682.jpg,Sri Sri Ayurveda Triphala Tablet - Tridosha Balancer 60 pcs Box,Sri,40014682,Yes,80.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40017855,http://192.168.1.146:8000/static/images/products/40017855.jpg,Patanjali Biscuit - Nariyal 100 gm,Patanjali,40017855,Yes,10.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/30002403,http://192.168.1.146:8000/static/images/products/30002403.jpg,Patanjali Amla - Pickle 1 kg Jar,Patanjali,30002403,Yes,95.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40017857,http://192.168.1.146:8000/static/images/products/40017857.jpg,Patanjali Aarogya Biscuits - Multi Grain Supplement 100 gm,Patanjali,40017857,Yes,10.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014648,http://192.168.1.146:8000/static/images/products/40014648.jpg,Sri Sri Ayurveda Tulasi Arka - Anti Viral 30 ml,Sri,40014648,Yes,80.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014701,http://192.168.1.146:8000/static/images/products/40014701.jpg,Sri Sri Ayurveda Chyawanprash - Herbal Immunity Booster 250 gm Box,Sri,40014701,Yes,80.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014685,http://192.168.1.146:8000/static/images/products/40014685.jpg,"Sri Sri Ayurveda Amla Candy - Paan Flavored (Delicious, Healthy and Digestive) 400 gm Carton",Sri,40014685,Yes,160.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014686,http://192.168.1.146:8000/static/images/products/40014686.jpg,Sri Sri Ayurveda Food Supplement - Aloe Vera Triphala Juice 500 ml Carton,Sri,40014686,Yes,150.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40017849,http://192.168.1.146:8000/static/images/products/40017849.jpg,Patanjali Pachak Chhuhara - Khatta Mitha 100 gm,Patanjali,40017849,Yes,45.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014678,http://192.168.1.146:8000/static/images/products/40014678.jpg,Sri Sri Ayurveda Oorja Tablet - Energizer 500 mg 60 pcs,Sri,40014678,Yes,145.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014684,http://192.168.1.146:8000/static/images/products/40014684.jpg,"Sri Sri Ayurveda Amla Candy - Mango Flavored (Delicious, Healthy and Digestive) 400 gm Carton",Sri,40014684,Yes,160.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40009518,http://192.168.1.146:8000/static/images/products/40009518.jpg,Patanjali Tomato - Ketchup 500 gm Bottle,Patanjali,40009518,Yes,70.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40014649,http://192.168.1.146:8000/static/images/products/40014649.jpg,Sri Sri Ayurveda Ajamoda Arka - Digestive Aid 30 ml,Sri,40014649,Yes,80.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/30002397,http://192.168.1.146:8000/static/images/products/30002397.jpg,Patanjali Mustard Oil 1 ltr Bottle,Patanjali,30002397,Yes,143.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40009526,http://192.168.1.146:8000/static/images/products/40009526.jpg,Patanjali Amla - Candy 500 gm Bottle,Patanjali,40009526,Yes,145.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40017856,http://192.168.1.146:8000/static/images/products/40017856.jpg,Patanjali Sandwich Biscuits - Choco Delite 75 gm,Patanjali,40017856,Yes,10.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40017854,http://192.168.1.146:8000/static/images/products/40017854.jpg,Patanjali Sandwich Biscuits - Elaichi Delite 75 gm,Patanjali,40017854,Yes,10.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40017850,http://192.168.1.146:8000/static/images/products/40017850.jpg,Patanjali Pachak Hing - Peda 100 gm,Patanjali,40017850,Yes,35.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/40017853,http://192.168.1.146:8000/static/images/products/40017853.jpg,Patanjali Sandwich Biscuits - Orange Delite 75 gm,Patanjali,40017853,Yes,10.99,0,0
"[""Branded Food"", ""Ayurvedic Food""]",http://192.168.1.146:8000/catalog/product/30002421,http://192.168.1.146:8000/static/images/products/30002421.jpg,Patanjali Pachak - Jaljeera 200 gm Bottle,Patanjali,30002421,Yes,55.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40053973,http://192.168.1.146:8000/static/images/products/40053973.jpg,Iyengar Ready Mix - Sambar Powder 200g,Iyengar,40053973,Yes,70.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40053974,http://192.168.1.146:8000/static/images/products/40053974.jpg,Iyengar Ready Mix - Vangibath Mix 200g,Iyengar,40053974,Yes,70.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/264515,http://192.168.1.146:8000/static/images/products/264515.jpg,Dabur Hommade Ginger Garlic Paste 100 gm pouch,Dabur,264515,Yes,11.99,5.5,17.49
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/264591,http://192.168.1.146:8000/static/images/products/264591.jpg,Dabur Hommade Paste - Ginger Garlic 200 gm Pouch,Dabur,264591,Yes,21.99,10.5,32.49
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/30007117,http://192.168.1.146:8000/static/images/products/30007117.jpg,Maggi Magic Cubes - Vegitarian Masala 45 gm,Maggi,30007117,Yes,35.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/264593,http://192.168.1.146:8000/static/images/products/264593.jpg,Dabur Hommade Paste - Tamarind 200 gm Pouch,Dabur,264593,Yes,16.99,8,24.99
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40059906,http://192.168.1.146:8000/static/images/products/40059906.jpg,Soul  Cooking Paste - Ginger and Garlic with Oil 175 g,Soul,40059906,Yes,40.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/100057357,http://192.168.1.146:8000/static/images/products/100057357.jpg,Maggi Cubes - Magic Chicken 40 gm Pouch,Maggi,100057357,Yes,35.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/264590,http://192.168.1.146:8000/static/images/products/264590.jpg,Dabur Hommade Paste - Garlic 200 gm Pouch,Dabur,264590,Yes,21.99,10.5,32.49
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/264516,http://192.168.1.146:8000/static/images/products/264516.jpg,Dabur Hommade Paste - Ginger 200 gm Pouch,Dabur,264516,Yes,21.99,10.5,32.49
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/30007115,http://192.168.1.146:8000/static/images/products/30007115.jpg,Maggi Bhuna Masala - Korma 65 gm,Maggi,30007115,Yes,30.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40059905,http://192.168.1.146:8000/static/images/products/40059905.jpg,Soul  Cooking Paste - Ginger and Garlic 175 g,Soul,40059905,Yes,40.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40053970,http://192.168.1.146:8000/static/images/products/40053970.jpg,Iyengar Ready Mix - Puliyogare Gojju 200g,Iyengar,40053970,Yes,70.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40059907,http://192.168.1.146:8000/static/images/products/40059907.jpg,Soul  Cooking Paste - Tamarind Pulp 175 g,Soul,40059907,Yes,32.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007749,http://192.168.1.146:8000/static/images/products/40007749.jpg,Mambalam Iyers Mix - Puliyodharai Rice 200 gm Bottle,Mambalam,40007749,Yes,63.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40053971,http://192.168.1.146:8000/static/images/products/40053971.jpg,Iyengar Ready Mix - Chetni Pudi 200g,Iyengar,40053971,Yes,70.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007778,http://192.168.1.146:8000/static/images/products/40007778.jpg,Mambalam Iyers Mix - Tomato Rice 200 gm Bottle,Mambalam,40007778,Yes,63.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40026106,http://192.168.1.146:8000/static/images/products/40026106.jpg,Future Organics Powder - Curry Leaf 100 gm Pouch,Future,40026106,Yes,100.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007776,http://192.168.1.146:8000/static/images/products/40007776.jpg,Mambalam Iyers Mix - Curry Leaf Rice 200 gm Bottle,Mambalam,40007776,Yes,67.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007777,http://192.168.1.146:8000/static/images/products/40007777.jpg,Mambalam Iyers Mix - Gongura Leaf Rice 200 gm Bottle,Mambalam,40007777,Yes,63.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40053975,http://192.168.1.146:8000/static/images/products/40053975.jpg,Iyengar Ready Mix - Bisibele Bath Mix 200g,Iyengar,40053975,Yes,80.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40053976,http://192.168.1.146:8000/static/images/products/40053976.jpg,Iyengar Ready Mix - Curry Leaves Chetni 200g,Iyengar,40053976,Yes,70.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007772,http://192.168.1.146:8000/static/images/products/40007772.jpg,Mambalam Iyers Mix - Puli-Ingi Rice 200 gm Bottle,Mambalam,40007772,Yes,63.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/800002766,http://192.168.1.146:8000/static/images/products/800002766.jpg,Future Organics Gun Powder 100 g,Future,800002766,Yes,100.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007773,http://192.168.1.146:8000/static/images/products/40007773.jpg,Mambalam Iyers Mix - Garlic Kuzhambu Rice 200 gm Bottle,Mambalam,40007773,Yes,67.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/20004921,http://192.168.1.146:8000/static/images/products/20004921.jpg,Pantai Curry Paste - Green 50 gm,Pantai,20004921,Yes,60.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40053972,http://192.168.1.146:8000/static/images/products/40053972.jpg,Iyengar Ready Mix - Rasam Powder 200g,Iyengar,40053972,Yes,90.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40033433,http://192.168.1.146:8000/static/images/products/40033433.jpg,Maria's Chutney - Prawns Chilli Chammandhi 200 gm,Maria's,40033433,Yes,56.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007780,http://192.168.1.146:8000/static/images/products/40007780.jpg,Mambalam Iyers Mix - Coriander Leaf Rice 200 gm Bottle,Mambalam,40007780,Yes,67.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40003607,http://192.168.1.146:8000/static/images/products/40003607.jpg,Real Thai Paste - Massaman Curry 227 gm Bottle,Real,40003607,Yes,185.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40033432,http://192.168.1.146:8000/static/images/products/40033432.jpg,Maria's Powder - Prawns Chutney 250 gm,Maria's,40033432,Yes,151.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40007759,http://192.168.1.146:8000/static/images/products/40007759.jpg,Mambalam Iyers Mix - Pudhina Rice 200 gm Bottle,Mambalam,40007759,Yes,67.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/30003460,http://192.168.1.146:8000/static/images/products/30003460.jpg,Al' Fez Harissa Paste 100 gm Bottle,Al',30003460,Yes,275.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40026104,http://192.168.1.146:8000/static/images/products/40026104.jpg,Future Organics Powder - Nalla Karam (Usari) 100 gm Pouch,Future,40026104,Yes,100.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40033436,http://192.168.1.146:8000/static/images/products/40033436.jpg,Maria's Chutney - Dry Chilli Chammandi 200 gm,Maria's,40033436,Yes,40.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/800000525,http://192.168.1.146:8000/static/images/products/800000525.jpg,Dakshin's Spicy Cloud Powder - Puliogare Mix 150g,Dakshin's,800000525,Yes,105.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40026105,http://192.168.1.146:8000/static/images/products/40026105.jpg,Future Organics Powder - Gingely Seeds 100 gm Pouch,Future,40026105,Yes,100.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40009640,http://192.168.1.146:8000/static/images/products/40009640.jpg,Namjai Paste - Matsaman Curry 400 gm Cup,Namjai,40009640,Yes,275.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/70001348,http://192.168.1.146:8000/static/images/products/70001348.jpg,Namjai Paste - Tomyum Curry 35 gm Carton,Namjai,70001348,Yes,50.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/70001346,http://192.168.1.146:8000/static/images/products/70001346.jpg,Namjai Paste - Yellow Curry 50 gm Carton,Namjai,70001346,Yes,50.99,0,0
"[""Branded Food"", ""Cooking Pastes and Powders""]",http://192.168.1.146:8000/catalog/product/40022680,http://192.168.1.146:8000/static/images/products/40022680.jpg,Colman's Sauce - Horseradish 250 ml Bottle,Colman's,40022680,Yes,295.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/103683,http://192.168.1.146:8000/static/images/products/103683.jpg,Safal Frozen - Green Peas 500 gm Pouch,Safal,103683,Yes,100.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40006613,http://192.168.1.146:8000/static/images/products/40006613.jpg,Safal Frozen - Green Peas 200 gm Pouch,Safal,40006613,Yes,45.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/103692,http://192.168.1.146:8000/static/images/products/103692.jpg,Safal Frozen - Green Peas 1 Kg Pouch,Safal,103692,Yes,190.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/294904,http://192.168.1.146:8000/static/images/products/294904.jpg,Id Batter - Idli Dosa 2 kg Pouch,Id,294904,Yes,120.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/271205,http://192.168.1.146:8000/static/images/products/271205.jpg,Id Batter - Idli Dosa 1 kg Pouch,Id,271205,Yes,65.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/245509,http://192.168.1.146:8000/static/images/products/245509.jpg,Dabur Hommade - Coconut Milk 200 ml Carton,Dabur,245509,Yes,75.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40029903,http://192.168.1.146:8000/static/images/products/40029903.jpg,Keya Instant Soup - Tom Yum Veg 60 gm,Keya,40029903,Yes,75.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40053520,http://192.168.1.146:8000/static/images/products/40053520.jpg,Kitchens Of India Masala Mix - Malabari Chicken Stew 285 gm,Kitchens,40053520,Yes,160.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40053969,http://192.168.1.146:8000/static/images/products/40053969.jpg,Popular Papad - Masala 200g,Popular,40053969,Yes,83.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40057403,http://192.168.1.146:8000/static/images/products/40057403.jpg,Maiyas Xpress Rasam Cube 120 g,Maiyas,40057403,Yes,60.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40057404,http://192.168.1.146:8000/static/images/products/40057404.jpg,Maiyas Xpress Rasam Cube 20 g,Maiyas,40057404,Yes,10.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40068882,http://192.168.1.146:8000/static/images/products/40068882.jpg,Knorr Rolls & Wraps Mix - Chicken Chilly Garlic 50 g,Knorr,40068882,Yes,50.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40068880,http://192.168.1.146:8000/static/images/products/40068880.jpg,Knorr Rolls & Wraps Mix - Chicken Masaledar 50 g,Knorr,40068880,Yes,50.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40068881,http://192.168.1.146:8000/static/images/products/40068881.jpg,Knorr Rolls & Wraps Mix - Chinese Chow 50 g,Knorr,40068881,Yes,50.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40068879,http://192.168.1.146:8000/static/images/products/40068879.jpg,Knorr Rolls & Wraps Mix - Tawa Chatpata 50 g,Knorr,40068879,Yes,50.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40069169,http://192.168.1.146:8000/static/images/products/40069169.jpg,MTR Ready Mix - Umpa 500 gm,MTR,40069169,Yes,75.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/265966,http://192.168.1.146:8000/static/images/products/265966.jpg,MTR Breakfast Mix - Rava Idli 500 gm Pouch,MTR,265966,Yes,71.39,8.8,80.19
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/293387,http://192.168.1.146:8000/static/images/products/293387.jpg,Knorr Instant Tomato Chatpata Cup-A-Soup 16 g Pouch,Knorr,293387,Yes,6.99,2,8.99
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/264982,http://192.168.1.146:8000/static/images/products/264982.jpg,Lijjat Papad - Urad 200 gm Pouch,Lijjat,264982,Yes,60.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/264981,http://192.168.1.146:8000/static/images/products/264981.jpg,Lijjat Papad - Punjabi Masala 200 gm Pouch,Lijjat,264981,Yes,72.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/264984,http://192.168.1.146:8000/static/images/products/264984.jpg,Lijjat Papad - Punjabi Masala 250 gm Pouch,Lijjat,264984,Yes,90.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/140448,http://192.168.1.146:8000/static/images/products/140448.jpg,Lijjat Papad - Punjabi Masala 1 kg Pouch,Lijjat,140448,Yes,342.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/30000369,http://192.168.1.146:8000/static/images/products/30000369.jpg,McCain French Fries 200 gm Pouch,McCain,30000369,Yes,40.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40016655,http://192.168.1.146:8000/static/images/products/40016655.jpg,Knorr Instant Sweet Corn Cup-A-Soup 12 g Pouch,Knorr,40016655,Yes,6.99,2,8.99
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40069080,http://192.168.1.146:8000/static/images/products/40069080.jpg,MTR Ready To Eat - Khatta Meetha Poha 80 gm,MTR,40069080,Yes,36.99,4.5,41.49
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40069168,http://192.168.1.146:8000/static/images/products/40069168.jpg,MTR Ready Mix - Khaman Dhokla 500 gm,MTR,40069168,Yes,95.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40069081,http://192.168.1.146:8000/static/images/products/40069081.jpg,MTR Ready To Eat - Poha 80 gm,MTR,40069081,Yes,36.99,4.5,41.49
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40006616,http://192.168.1.146:8000/static/images/products/40006616.jpg,Safal Frozen - Sweet Corn 200 gm Pouch,Safal,40006616,Yes,35.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40006608,http://192.168.1.146:8000/static/images/products/40006608.jpg,Safal Frozen - Sweet Corn 500 gm Pouch,Safal,40006608,Yes,70.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/157375,http://192.168.1.146:8000/static/images/products/157375.jpg,MTR Breakfast Mix - Rava Idli 1 kg Pouch,MTR,157375,Yes,150.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/101489,http://192.168.1.146:8000/static/images/products/101489.jpg,McCain Smiles - Crispy Happy Potatoes 415 gm Pouch,McCain,101489,Yes,100.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/103730,http://192.168.1.146:8000/static/images/products/103730.jpg,Safal Frozen - Mixed Vegetables 500 gm Pouch,Safal,103730,Yes,50.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40008992,http://192.168.1.146:8000/static/images/products/40008992.jpg,Very Berry Fruits Blueberries - Frozen 200 gm Carton,Very,40008992,Yes,235.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40068729,http://192.168.1.146:8000/static/images/products/40068729.jpg,Terra Greens Ready Mix - Quinoa Upma 400 gm,Terra,40068729,Yes,550.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/293388,http://192.168.1.146:8000/static/images/products/293388.jpg,Knorr Instant Mixed Vegetable Cup-A-Soup 11 g Pouch,Knorr,293388,Yes,6.99,2,8.99
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40001448,http://192.168.1.146:8000/static/images/products/40001448.jpg,MTR Papad - Plain 200 gm Pouch,MTR,40001448,Yes,78.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40001447,http://192.168.1.146:8000/static/images/products/40001447.jpg,MTR Papad - Plain 100 gm Pouch,MTR,40001447,Yes,45.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40036726,http://192.168.1.146:8000/static/images/products/40036726.jpg,Tasty Batter - Idly & Dosa 1 kg,Tasty,40036726,Yes,55.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40000515,http://192.168.1.146:8000/static/images/products/40000515.jpg,McCain Potato Bites - Chilli Garlic 200 gm Pouch,McCain,40000515,Yes,40.99,0,0
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/40017641,http://192.168.1.146:8000/static/images/products/40017641.jpg,MTR Poha 180 gm,MTR,40017641,Yes,28.99,3.5,32.49
"[""Branded Food"", ""Ready to Eat Food""]",http://192.168.1.146:8000/catalog/product/264983,http://192.168.1.146:8000/static/images/products/264983.jpg,Lijjat Papad - Jeera 200 gm Pouch,Lijjat,264983,Yes,60.99,0,0
"[""Grocery and Staples"", ""Rice and Rice Products"", ""Basmati Rice""]",http://192.168.1.146:8000/catalog/product/40000750,http://192.168.1.146:8000/static/images/products/40000750.jpg,India Gate Basmati Rice - Mogra 5 kg Bag,India,40000750,Yes,239.99,18,257.99
"[""Grocery and Staples"", ""Rice and Rice Products"", ""Basmati Rice""]",http://192.168.1.146:8000/catalog/product/40020817,http://192.168.1.146:8000/static/images/products/40020817.jpg,Bemisal Basmati Rice - Mother's Choice 1 kg Pouch,Bemisal,40020817,Yes,165.99,0,0
"[""Grocery and Staples"", ""Rice and Rice Products"", ""Basmati Rice""]",http://192.168.1.146:8000/catalog/product/20004911,http://192.168.1.146:8000/static/images/products/20004911.jpg,Best Special Rice 1 kg Pouch,Best,20004911,Yes,160.99,0,0
